id,text,language,hate_type,target_group,severity,confidence,source_dataset
1448, ভালো বলেছিস বন্ধু শিবির হোছাইন  ,bangla,1,-1,1,1.0,bengali_hate_v1
1449,হিরু আলমও তরে চুদবেনা তর মা বাবা কি পতিতার বাসিন্দা ,bangla,3,-1,1,1.0,bengali_hate_v1
1450, রেন্ডিয়ানরা সব মাদারচোদ  বাংলাদেশ থেকে হিন্দু মালোয়ান মেরে তাড়িয়ে দিচ্ছি  হাহাহাহা ভোদাবানের মূর্তির উপর প্রসাব করলেও এখানে হিন্দুরা একটা শব্দও করে না  ,bangla,5,-1,3,1.0,bengali_hate_v1
1451,তাকতে ও হবেনা মালুদের জায়গা রেন্ডিয়ায় বাংলাদেশে না,bangla,5,-1,1,1.0,bengali_hate_v1
1452,গুমহারাম এই মালাউন গরুর বাচ্চা বাংলাদেশে ,bangla,2,-1,1,1.0,bengali_hate_v1
1453,ওকে প্রশ্ন করা উচিৎ চিলো এই অডিসনে এই পজিসনে পোচাতে কয় টা খাটে রাত কাটাতে হয়েছে ,bangla,4,-1,1,1.0,bengali_hate_v1
1454,মোবাইলের দাম কমানো টা ঠিক হয়নাই এই কারনে গরু ছাগলরা মোবাইল কিনে এমন ভাবে বাংলা লেখে ,bangla,4,-1,1,1.0,bengali_hate_v1
1455,তর বাপের টাকা খানকির পুলা  তর মাকে ভারা দিয়ে টাকা এনে কিনে দে ,bangla,3,-1,3,1.0,bengali_hate_v1
1456,এই ভারতীয় ভিখেরী শালা গো কি নিজেদের কোন পেইজ নাই  শালারা বাংলাদেশের পেইজে ঢুকে ঘেউ ঘেউ করে কেন   তাইলেই বোঝ তোদের ভারত মাতা তোদের বাঙালীদের জন্যে টা ফেইসবুক পেইজ পর্যন্ত করেনি আমাদের দেশের পেইজে এসে গরুর মুত খেয়ে গন্ধ ছড়াচ্ছিস,bangla,5,-1,3,1.0,bengali_hate_v1
1457,ছাগলের বাচ্চা সিয়াম,bangla,4,-1,1,1.0,bengali_hate_v1
1458,বাংলাদেশে হিন্দুদের সমস্যা অথচ উব্দিগ্ন ভারত আর সুষমা জারজ নাকি সারজ,bangla,5,-1,1,1.0,bengali_hate_v1
1459,ভারতের মোট সম্পতির ভাগ ধনীদের দখলে এজন্য ভারতে শতকরা ভাগ মানুষকে না খেয়ে থাকতে হয় বাংলাদেশে চাল এখন টাকা কেজি হা হা,bangla,5,-1,1,1.0,bengali_hate_v1
1460,নাছিরের ধন অনেক বড় তাই মেয়েটা পাগল হয়ে গেছে,bangla,3,-1,2,1.0,bengali_hate_v1
1461,বুকা ভারতের সাথে শেষ বলে একটা রান করতে পারলে ,bangla,5,-1,1,1.0,bengali_hate_v1
1462,হিন্দু নির্যাতিত হলে ভারত কাঁদে খৃষ্টান হলে আমরিকা কাঁদে,bangla,5,-1,1,1.0,bengali_hate_v1
1463,বোকা চোদা বাইঞ্চদ সৌভিক কাইল্লা ,bangla,4,-1,3,1.0,bengali_hate_v1
1464, শুধু বাংলাদেশে মালাউন বললেই সম্প্রদায়ীক উষ্কানি বলে ভিনদেশিরা হাউ হাউ করে মিডিয়া কাউ কাউ করে আর এখন কিছু বলবেনা ,bangla,2,-1,1,1.0,bengali_hate_v1
1465, এ মালাউনের মুখে জুতা মারেন সবাই  ,bangla,2,-1,1,1.0,bengali_hate_v1
1466,ইউটিউবার দেখছি এমন বক্সচুদ ইউটিউবার তো দেখি নাই কখনো ,bangla,4,-1,1,1.0,bengali_hate_v1
1467,মালাউন রে দর ওর মাথা কাঠ,bangla,2,-1,1,1.0,bengali_hate_v1
1468,মায়ানমারের গুষ্টি মারব  ,bangla,5,-1,1,1.0,bengali_hate_v1
1469,যারা স্বেচ্ছায় পাকিদের দ্বারা গর্ভবতী হয়েছিল তাদের সন্তানেরা এখনো বাবা বাবা চিৎকার দেয় ,bangla,5,-1,1,1.0,bengali_hate_v1
1470,আরে খানকির পুলা খমতা ছার তার পরে বর কথা কইচ,bangla,3,-1,3,1.0,bengali_hate_v1
1471,এই সত্য কথা বলার কারণে আপনাকে আওয়ামীলীগ রাজাকার বললে আমাদের কিছুই করার নেই স্যার,bangla,1,-1,1,1.0,bengali_hate_v1
1472,এ তোর মার চুদি  তোর চোদবো আর আওয়ামীলীগের সমস্ত নেতা দিয়ে চোদাবো ,bangla,3,-1,3,1.0,bengali_hate_v1
1473,বাবাখুর খানকির মেয়ে ,bangla,3,-1,3,1.0,bengali_hate_v1
1474,ভারতের ত্রকটা প্রদেশের সমান পাকিশ্তান ভাই কে কাকে শামলায় পাকিশ্তান বাংলাদেশের সাথেইতো পাড়বেনা  ,bangla,5,-1,1,1.0,bengali_hate_v1
1475,পাকিস্তানের ঘুম হবে ভারতের টিভি চ্যানেল না দেখলে ,bangla,5,-1,1,1.0,bengali_hate_v1
1476,জই মালাউনের জই মালুর পুটিকি মার,bangla,2,-1,1,1.0,bengali_hate_v1
1477,আল্লাহ ম্যাজিক এর মতো কাজ করে না আল্লাহ ভুয়া   ,bangla,2,-1,1,1.0,bengali_hate_v1
1478,পার্থ হচ্ছে একজন চোরের ছেলে চোর   ,bangla,1,-1,2,1.0,bengali_hate_v1
1479,আর আপনি থাকলে বাংলাদেশ ভারতের একটি প্রদেশ হয়ে যাবে,bangla,5,-1,1,1.0,bengali_hate_v1
1480, মুসলিম ভাইরা চালিয়ে যান  দিনতো এখন আপনাদের  মালাউন বলে গালি দিবেন মুর্তি ভাঙবেন মন্দির ভাংবেন হিন্দুদের বারিতে আগুন দিবেন লুট করবেন সারিরিক ভাবে নির্জাতন করবেন আর কি বাকি আছে সেটা থাকলে করে ফেলেন  কারন দেশটা আপনাদের  একজন মন্ত্রী হয়ে পুরা জাতিকে মালাউন বলে গালি দিতে পারে আর দিনের মতো উজ্জ্বল সত্তটাকে মিত্থে বলতে পারে তখন এটাই প্রমান করে আমাদের সরকার আপনাদের সাথেই আছে সাথে আছে আমাদের মাননিয় প্রধান মন্ত্রীও  ,bangla,2,-1,1,1.0,bengali_hate_v1
1481,রাজাকার মুক্ত গোপালগঞ্জ দেখতে চাই,bangla,1,-1,1,1.0,bengali_hate_v1
1482, কুত্তার বাচ্চা বাবা নামে কলঙ্ক  ওকে ফাসিতে ঝুলিয়ে মারা উচিত  ,bangla,4,-1,3,1.0,bengali_hate_v1
1483, আগামীকাল দশ বছরের শিশুকে যদি জামায়াতের আমির বানাই তার বিরুদ্ধেও যুদ্ধাপরাধির তদন্ত শুরু হবে এবং প্রমান হবে সে রাজাকার ,bangla,1,-1,1,1.0,bengali_hate_v1
1484,মহা ভারত যা কিনা আনেক বড় একটা জোড় ছিল তা ব্রিটিশরা আলাদা করে দিয়ে গেছে ,bangla,5,-1,1,1.0,bengali_hate_v1
1485,এই তো এক ভিখারির বাচ্চা এসে গেছে   এর ভাগে টাকা পড়ে নাই কেউ এই রেন্ডিয়ান ভিখারিকে টাকা দিয়ে বিদায় করো  ,bangla,5,-1,1,1.0,bengali_hate_v1
1486,শুয়োরের বাচ্চা মুসলিমরা,bangla,2,-1,1,1.0,bengali_hate_v1
1487,কাঠমোল্লা জাকের নাইকের জুতার সমান মুল্য তোর নাই  ,bangla,2,-1,1,1.0,bengali_hate_v1
1488,খানকির পোলা আবাল থেকে উঠে আসছে তো তাই এই ধরনের মন মানুষিকতা,bangla,3,-1,3,1.0,bengali_hate_v1
1489,জেসালারা তারেকে গালি দেয় তারা সালারা বাপ চারা ,bangla,1,-1,1,1.0,bengali_hate_v1
1490,আজাইরা যেটা পারো না সেটা চেস্টা করো কেন হুদাই,bangla,4,-1,1,1.0,bengali_hate_v1
1491,টয়া মাগী ফালতু ,bangla,4,-1,1,1.0,bengali_hate_v1
1492,আমরা ভারতীয় জাতি হবো কেনো  আমাদের অর্থনীতি ভারতের থেকে আলাদা আমাদের দেশ আলাদা আমাদের মাতৃভাষা বাংলা রাষ্ট্র ভাষা ও বাংলা  আমরা শতকরা মুসলমান ,bangla,5,-1,1,1.0,bengali_hate_v1
1493,ব তে বিমান তুই রাজাকার তুই রাজাকার  ,bangla,1,-1,1,1.0,bengali_hate_v1
1494,কনডম নিয়ে আইছোতো ,bangla,4,-1,1,1.0,bengali_hate_v1
1495,গরুর মুতের পুজারি  উলংগ নারীদের মূর্তির পূজারি,bangla,2,-1,1,1.0,bengali_hate_v1
1496,যে জায়গায় মূক্তিযোদ্ধারা না খেয়ে মানবতর জীবন যাপন করছে সে জায়গা ভারত প্রীতি আওয়ামিরা বাংলাদেশে পাচার করার কৌশল অবলম্বন করছে  যাতে বাংলাদেশকে ভারতে অঙ্গ রাজ্য বানাতে কোন ব্যাক পেতে হবে না  ,bangla,5,-1,1,1.0,bengali_hate_v1
1497,বাংলার বুকে যত লীগ সব ভারতের দালাল আর গোলাম ,bangla,5,-1,1,1.0,bengali_hate_v1
1498,দূর্গা মা কে তখন সেই মুসলি আলী জোরে জোরে চুদতে লাগলো,bangla,2,-1,1,1.0,bengali_hate_v1
1499,ইহুদিরা অনেক ভয়ংকর  ,bangla,2,-1,1,1.0,bengali_hate_v1
1500, নিজের দলের ভেতর রাজাকারের বিচার করে না কেন ,bangla,1,-1,1,1.0,bengali_hate_v1
1501,ভোদাটা কি ঠোটের মতো সুন্দর ,bangla,3,-1,1,1.0,bengali_hate_v1
1502,এতে লাভ কি ভারতে গোয়েন্দারা তার কোন আপরাদ খুজে পাইনা  আপনারা কই পাইলেন হক কথা বলে তো ভাই তাই এখন জঙ্গি বানানোর নাটক চলছে  এই মিডিয়ারাগুলা জঙ্গি এরা নবেলের আশাই এগুলা করে  সুচি নবেল পেয়েছে আমার টা মিস করবো কেনো,bangla,5,-1,1,1.0,bengali_hate_v1
1503,হাচিনা মাগির যখন বিষ মাথাই উঠে তখন ভারত যাই চা বেপারি মদির কাছে চোদা দিয়া আসে আকাটার চোদা খাই আসে নাস্তিক মাগি,bangla,3,-1,3,1.0,bengali_hate_v1
1504,সব গুলো আজাইরা ভিডিও এক সাথে করে নিজে ফায়দা লুটে নিলেন ,bangla,4,-1,1,1.0,bengali_hate_v1
1505,হিন্দু ধর্ম বলে কথা এখন ভারত কে খুসি করার জনন এই কাজ করতেছে কোন মুসলিম এই কাজ করবে না আমি মানি না এটা একটা সাজানো চাল,bangla,5,-1,1,1.0,bengali_hate_v1
1506,এই কুত্তার বাচ্চা ক্ষমতায় আসলে দেশের ইতিহাস নষ্ট করে ফেলবে,bangla,1,-1,3,1.0,bengali_hate_v1
1507, এটা একটা রায় হলো হেগো রে ফাসি হওয়া উচিত ছিলো ,bangla,4,-1,1,1.0,bengali_hate_v1
1508, কাবা শরিফের উপর যে মালাওন কুকুর বাচ্চা মুরতি ছবি দিইয়েছে তাকে ফাসি তে জুলিয়ে মৃতু দেওয়া হোক ,bangla,4,-1,1,1.0,bengali_hate_v1
1509,পাগল দেশ মিয়ানমার আর আজব সবসকাজ করে এ দেশটি  ,bangla,5,-1,2,1.0,bengali_hate_v1
1510,ভারত খুসি তোরা কাদিস না,bangla,5,-1,1,1.0,bengali_hate_v1
1511,খানকির ছেলে আমাদের টাকা কই ,bangla,3,-1,3,1.0,bengali_hate_v1
1512,তোমরা এভাবে একে অপরকে দোষারোপ করতেছ এটা কি ঠিক না বেঠিক তোমরাই বল  ভারত বা বাংলাদেশ আমরা যে দেশেই থাকি না কেন আমরা সবাই তো মানুষ তাই না  অত এব ঝগরা করো না মিলেমিশে থাকার চেষ্টা করো সবাই ,bangla,5,-1,1,1.0,bengali_hate_v1
1513,ভারতে কুকুর মারা গেলেও সমবেদনা জানাবে আর মিয়ানমারে এতো মুসলীম মারার পরেও জবাব নাই,bangla,5,-1,1,1.0,bengali_hate_v1
1514,আমরা বাংলাদেশিরাই এশিয়ার চ্যাম্পিয়ন হয়েছি চোরের বাচ্চা ভারতের মত আম্পায়রে সাহায্য নিয়া জিতি নাই ,bangla,5,-1,2,1.0,bengali_hate_v1
1515,ভারত নিজের সার্থ ছারা বাংলাদেশে কখনো আসেনি আমাদের সবার সজাগ থাকতে হবে ,bangla,5,-1,1,1.0,bengali_hate_v1
1516,যেই দিন বাস্টার্ড ভারত চুরি করবে না সেই দিন ভারত কোন দিন বাংলাদেশের সাথে ম্যাচ জিতবে না,bangla,5,-1,1,1.0,bengali_hate_v1
1517,ভারত অন্য দেশের সংখ্যালঘু বা বিপদগ্রস্থ হিন্দুদের সার্বিক সহায়তা করতে সর্বদা প্রস্তুত   হিন্দুদের অবস্থান যদি এমনটা হয়ে থাকে তাহলে বর্তমানে যে রোহিঙ্গাদের পিঠ দেয়ালে ঠেকে গিয়েছে এমন মুসলিম ভাইয়ের এমন বিপদের সময় আমরা মুসলিম হিসাবে তাদের জন্য সার্বিক সাহায্যর হাত বাড়িয়ে দেয়া উচিত কি না তার বিচার আপনার বিবেকের আদালতের উপর ছেড়ে দিলাম  ,bangla,5,-1,1,1.0,bengali_hate_v1
1518,নবি মাগি চুদার জম ,bangla,3,-1,3,1.0,bengali_hate_v1
1519,খানকি মাগিরে পেলে কুচি কুচি করে কেটে কুত্তা দিয়ে খাওয়াতাম,bangla,3,-1,3,1.0,bengali_hate_v1
1520,আপনাদের মনে আছে গত কয়েক মাস আগের খেলা পাকিস্তানের সাথে বাংলাদেশের খেলা শেখ হাসিনা ষ্টিডিয়ামে গেলেন খেলা দেখতে বেশ করতালিও দিলেন কিন্তু পরের দিন ভারতের সাথে বাংলাদেশের খেলা সেই দিন গেলেন না কারন দাদা বাবুরা দেখলে মাইন্ড করবে তখন ক্ষমতা ধরে রাখা কষ্ট হবে কারন দেশ এবং জনগণের চেয়ে ওনার ক্ষমতা বড় তিনি বারে বারে প্রমান করেছেন ,bangla,5,-1,1,1.0,bengali_hate_v1
1521,মালাউন কা বাচ্চা কোয়ি নেহী আচ্চা যো ভী আচ্চা ও ভী শুয়ারের বাচ্চা,bangla,2,-1,1,1.0,bengali_hate_v1
1522,একবার ভেবে দেখের সালে যদি ভারত বর্ডার না খুলে দিতো তাহলে কি হতো আপনার দলের নেতা কর্মীদের আমরা আর সোনার বাংলা পেতাম না  ইদ্রিস শেরপুর বগুড়া,bangla,5,-1,1,1.0,bengali_hate_v1
1523,মুহম্মদ যখন বাচ্চা মেয়ে আয়েশাকে বিছানায় নিয়ে যায় (এটাকে আমি বিয়ে বলবো না)  সেটা লুচ্চামি  সেটা শিশুকামিতা  সেটা ধর্ষণ  ,bangla,2,-1,3,1.0,bengali_hate_v1
1524,এসব কি বলে আসলে সে মাগি বাজ ,bangla,3,-1,3,1.0,bengali_hate_v1
1525, এই শালা মালাউনের বাচচ্চাবলে কি রে  ,bangla,2,-1,3,1.0,bengali_hate_v1
1526,মাগি টারে দেখলে পর্ণ স্টার এর মতে লাগে ,bangla,3,-1,3,1.0,bengali_hate_v1
1527,এটা আবার বলতে হয় বিকল্প চিন্তা করুন  কুকুর কখনো ভালো হয় না কুত্তালীগের কুত্তামি যাবেনা ,bangla,1,-1,3,1.0,bengali_hate_v1
1528,ফইন্নি ভারতের সাথে বাংলাদেশের তুলনা মানে সোনার সাথে কাদার তুলনা,bangla,5,-1,1,1.0,bengali_hate_v1
1529,পয়দা হওয়ার পর যত গালী শিখছি সব ওর স্পর্শীয়ার গুদে দিয়ে দেব ,bangla,4,-1,3,1.0,bengali_hate_v1
1530,এই মাদারচুদ যে লোককে দেখালি সে মুসলিমনা সে ইহুদি সে দাড়ি রেখে এই সব নাটক করে আমরা সব বুজি ,bangla,2,-1,1,1.0,bengali_hate_v1
1531,নরসিংদীর চোদা দিতে হইবো  তাহলে তুই ঠিক হইবে মাগী,bangla,3,-1,3,1.0,bengali_hate_v1
1532, বাংলাদেশে রোহিংগার সংখা কত  আশ্রয় শিবিরে বৈধ প্রায় হাজার  দেশ স্বাধিনতার পর থেকে অবৈধ প্রায় লাখ রোহিংগা থাকে বাংলাদেশে  তথ্য সংগৃহিতো ,bangla,1,-1,1,1.0,bengali_hate_v1
1533,কুত্তার গলায় মুক্তোর মালা যেমন সুচির গলায় তেমন লাগে তাই ওর কাছে নোবেল পুরস্কার মানাই না ,bangla,5,-1,3,1.0,bengali_hate_v1
1534,খানকি বেশ্যা মাগী নর্তকী নটিনী বার্মার মুসলিম গনহত্যা বন্ধের আবেদন না করে কুকুরের মত লেজ গুটিয় আছিস কাফেরের বাচ্ছা ,bangla,3,-1,3,1.0,bengali_hate_v1
1535,তোরা কি আাবাসিকে চোদা দেস  তর ভুদা দিয়ে বাশ দিমু মাগি খানকি মাগি  তরে হাতি দিয়ে চুদামি মাগি,bangla,3,-1,3,1.0,bengali_hate_v1
1536, সালা মালাউনের বাচ্চা রেন্ডিয়ার বাচ্চা কাদের ধর্ম এর সবাই যানে তোগো ধর্ম নেতা কৃষ্ন ঐ মাগির পোলায় তো জাতীয় চুচ্চা আবার তোরা করস যৌন পূজা   তোগ ধর্ম নেতারা বলে নারী হচ্ছে ভোগের বস্তু তার মানে তোর মা বোনদের জায়গা ফাক সালা মালাউনের বাচ্চা ,bangla,3,-1,3,1.0,bengali_hate_v1
1537, মালাউনেরা তো চোর একাতুরের পর বাংলাদেশর সব মুলবান সম্পদ চুরি করেছে রাতারাতি   ,bangla,2,-1,2,1.0,bengali_hate_v1
1538,বা্ংলাদেশ ও ভারতে জনগণ শুধু নাসিরনগর নিয়ে আছে,bangla,5,-1,1,1.0,bengali_hate_v1
1539,মালাউনের গেষ্ঠি না খেললে ওদের ক্রিকেটের সর্বোচ্চ সংস্থা থেকে বহিষ্কার করা হউক ,bangla,2,-1,1,1.0,bengali_hate_v1
1540,আমাদের মান্য গন্য জগন্য প্রধানমন্ত্রী ভারতের কোন মালাউন মারাগেছে সে ব্যাপারে খুবই সুচ্চার কিন্তু মায়ানমারে মুসলমানদের জন্য একটু আপসোস হল না সে ওকি মালাউন নাকি মুমিন,bangla,5,-1,1,1.0,bengali_hate_v1
1541,মালটা অনেক জটিল ,bangla,3,-1,1,1.0,bengali_hate_v1
1542,পাক ভারত যুদ্ধ করবে না কুস্তি খেলবে ঐটা তাদের ব্যাপার,bangla,5,-1,1,1.0,bengali_hate_v1
1543,আমি জানি ভারতীয় মানুষ বাংলাদেশী মানুষ মানুষ মনে করে না ইন্ডিয়া গেলে কিছু হটেল এ আমন ভাব করে যেনন আমরা আফ্রিকা জজ্ঞল থেকে এসেছি আমি জানি ভারত বুন্ধু রুপে সুত্রু সুধু বুন্ধু হল সরকার এর কারন ভারত ছাড়া এই সরকার খোমোতায় থাকতে পারবে না দেশের জন গন কে জ্জিম্মি করে রেখেছে আমি বলছি না বি ন নি আসলে সব টিক হয়ে য়াবে  য়োখন নির্বাচন হলল কলকাতা র ঘ লাইভ প্রোগ্রাম দেখিছি য়েখানে একজন সেনা বাহিনির কর্নেল বলছে আগের বার ভারত সরকার এর ভুলে বি ন পি খোমতায় এসে ভারত বিদ্রোহ সব কাজ করো সিমান্তে বি,bangla,5,-1,1,1.0,bengali_hate_v1
1544,কুত্তালীগের কাছে আমার প্রশ্ন পুলিশ মরলে জনগন এত খুশি হয় কেন,bangla,1,-1,3,1.0,bengali_hate_v1
1545,ভয় পাচ্ছে রেন্ডিয়া বাংলাদেশ সামরিক শক্তিতে বলিয়ান হলে ওদের বিপদ আছে কারন ওদের পা ছাটা সরকার তো আর আজীবন ক্ষমতাই থাকবে না তাই রেন্ডিয়ার দালাল পরিক্কর এসে এই সব সামরিক যান না কিনার জন্যে এই সরকারকে চাপ দিবে উদ্ধেশ্য আর কিছুই না ,bangla,5,-1,1,1.0,bengali_hate_v1
1546,ভারতে যখন মুসলিমদের ওপর নির্যাতন হয় সেটা কি আপনার বাবায় লিখবে সেই আসায় থাকেন  এসব একতরফা লেখালেখি বন্ধ করেন পারলে সবার দোষ তুলে ধরেন  ধন্যবাদ,bangla,5,-1,1,1.0,bengali_hate_v1
1547,বাল গুনে ছেড়ে দিলেও ম্যাগাজিন অনুষ্ঠান  ,bangla,4,-1,1,1.0,bengali_hate_v1
1548,তোর বাড়িতে অপরিচিত মুসলিম ঢুকে পড়লে তুই কি করবি মোদী শেটাই করচ্ছে ,bangla,2,-1,1,1.0,bengali_hate_v1
1549, এখন আওয়ামিলীগ যাকে ইচ্ছা তাকেই রাজাকার বানাতে পারবে কারন রাজাকারের টিকিটের এখন তাদের হাতে ,bangla,1,-1,1,1.0,bengali_hate_v1
1550,আওয়ামিলিগ খুনি গুম দরষন কারি   ,bangla,1,-1,3,1.0,bengali_hate_v1
1551,ভারত আগুন লাগিয়ে দিয়ে ফায়ার সার্ভিস নিয়ে নেভাতে আসছে   বাহ,bangla,5,-1,1,1.0,bengali_hate_v1
1552,বিশ্ব আজ অন্ধ হয়েগেছে  আর আমরা মুসলমান হয়েগেছি প্রতিবাদহীন একটা বোবা প্রাণ  যুগ যুগ ধরে আমাদেরকে ইহুদিরা অত্যাচার করেছে কিন্তু আমরা এতই শান্তময় মুসলিম যে প্রতিবাদও করতে পারিনা  আর আমাদের দেশের রাজনৈতিক স্বার্থবাদী যারা আছেন তারা পারেন একদল আরেক দলের সমালোচনা করতে এতচ বার্মায় যে রোহিঙ্গাদের উপর অত্যচার করা হচ্ছে তার কোন প্রতিবাদ কেউ করেননি অতচ ভারতের হাতিকে বঙ্গবীর নাম করন করতে পারি কিন্তু পারিনা আমাদের মুসলিম ভাই বোনদের পাশে দাড়াঁতে এই ভাবে চলতে থাকলে মুসলিম বলতে কোন জাতি তাকবেনা তাকবে শুধু,bangla,5,-1,1,1.0,bengali_hate_v1
1553,সাজু কুত্তার বাচ্চা ওর জন্ম পতিতালয়ে  মাদারচোদ ,bangla,4,-1,3,1.0,bengali_hate_v1
1554,কেনো তারা খারপ হবে তারাতো ভালো কারন বাংলাদেসের কিছু জানুয়ার আছে তাদের বাবা পাকিসথানিরা   বাবাকে কুনু দিন খারাপ হয়না   ভারত খারাপ কারন বাংলাদেশকে জয়ের জন্য তাদের সব কিছু দিয়েছে তাই তারা খারাপ ,bangla,5,-1,2,1.0,bengali_hate_v1
1555,রাজাকার ভাই আপনি খুব উপযুক্ত,bangla,1,-1,1,1.0,bengali_hate_v1
1556,ভারতে প্রায় হাজারের কাছাকাছি রোহিঙ্গা রয়েছেন বলে গবেষকদের হিসাব যাঁদের মধ্যে জাতিসংঘের শরণার্থী সংস্থা ইউএনএইচসিআর মাত্র কয়েকশো জনকে শরণার্থী বলে স্বীকৃতি দিয়েছে ,bangla,5,-1,1,1.0,bengali_hate_v1
1557,আমার মনে হয় তোর জন্মের ঠিক নাই কারণ তুই হইলি রেন্ডিয়ার নাম্বার দালাল তাই গাজা খোরের মত বকতেছস,bangla,5,-1,1,1.0,bengali_hate_v1
1558,হাসিনা কে দিলে একদিনে পাকিসতান দখলে নিবে ভারত  ,bangla,5,-1,1,1.0,bengali_hate_v1
1559,তার মায়ের ভারতের কোন পাতিতালয়ের পসল   শালা মলাউনের বাচ্চা  ,bangla,5,-1,3,1.0,bengali_hate_v1
1560,বাংলাদের সরকারের উচিত রহিঙাদের জিবন রক্ষা করা  তবে যদি বাংলাদেশ সরকার মনেকরে বাংলাদেশ একটি জনবহুল দেশ এদেশে রহিঙাদের আশ্রয় দেওয়া সম্ভব নয় তবে সেখেত্রে আমার পরামর্শ বাংলাদেশে অনেক ভারতীয় অবৈধ মানুষ রয়েছে তাদেরকে বেরকরে দিয়ে হলেও রহিঙাদের জায়গা দেওয়া উচিত বলে মনেকরি তবে অনেকে আবার ভাবতে পারেন আমি কেনো ভারতীয়দের বের করে দেওয়ার কথা বললাম  এটা নিয়ে কোন রাজনীতি করার সুযোগ নেই কারন আমিতো বাংলাদেশে বসবাসরত বৌদ্ধদের বের করে দিতে বলিনাই  আমি বলেছি অবৈধ ভারতীয়দের যাদের পরিমাণ প্রায় দুলক্ষ,bangla,5,-1,1,1.0,bengali_hate_v1
1561,প্রতিটা বাংগালীর এই ফারাক্কা বাঁধ ভারতের মুখে তুতু দেওয়া উচিৎ  ,bangla,5,-1,1,1.0,bengali_hate_v1
1562,তোকে চুদার বড় সক আমার তোর সোনার বিতরে গোস্ত বেসি চুদতে মজা লাগবে ধুদের মাজখান দিয়ে দিবো  মজা পাইবি মাগী ,bangla,3,-1,1,1.0,bengali_hate_v1
1563,যেই দলইই হোক মানে বাংলাদেশে এক আওয়ামীলীগ আর এক কুত্তালীগ ছাড়া আর আছে কে ,bangla,1,-1,3,1.0,bengali_hate_v1
1564,তা না করলে ভারতীয়রা চাকরি নট করবেন  ,bangla,5,-1,1,1.0,bengali_hate_v1
1565, এই শালা মজিব খুনি তুই খালদা জিয়াকে গনতন্ত্রের লাইসেন্স দেবার কে  তুই শালা তো খালেদা জিয়ার একটি পশমের সমান হতে পারছিস নি  ,bangla,4,-1,3,1.0,bengali_hate_v1
1566,চেতনাধারী ভারতীয় সকুনগুলো এখন কোথায়   এই লোকটি কিছুদিন আগে বাংলাদেশ সম্পর্কে বাজে মন্তব্য করলো অথচ চেতনাধারী ভারতীয় সকুনদের এখন দেশপ্রেমের স্লোগান নেই কেনো ,bangla,5,-1,1,1.0,bengali_hate_v1
1567,হা হা হা দাদী হাসাইলা দেশে মানুষ মারা জায়া প্রতিদিন এটার কোন খবর রাখোনা ভারতের ট্রেন দুঘটনায়া তোমার খারাপ লাগে জাক বুজতে পারতাছি আপনে দাদী আমাদের কে কত ভালো রাখবেন,bangla,5,-1,2,1.0,bengali_hate_v1
1568,ভারত নিজেকে আমেরিকাই ভাবে  ,bangla,5,-1,1,1.0,bengali_hate_v1
1569,তুই যদি কোনো মায়েরর গর্ভে জন্ম হইতে তাহলে এসব কথাবলতি না  আসলে তুই একটা নষ্টা আর যারা নষ্টটা তাদের কে নষ্টরা চোদে আমাদের মত মানুষ না  আর তরে কি চোদবো তুই তো হিজরা সালা মালাউন তর মারে চোদবো তর বোনরে চোদবো তরে ফুটকি মারবো মাগির ফুত গণেশ মালাউনের বাচ্চা,bangla,3,-1,3,1.0,bengali_hate_v1
1570, এক জিয়া লোকান্তরে লক্ষ জিয়া ঘরে ঘরে  খালেদা জিয়া ভয় নাই রাজপথ ছাড়ি নাই   ,bangla,4,-1,1,1.0,bengali_hate_v1
1571,একজন খেলোয়াড়দের ফোকাস সরিয়ে দেওয়ার জন্য একটা নারীই যথেষ্ট এটা ভারতের লাগামহীন বলিউড নয় যে বিরাট কোহলীর মত অনুশকা কে নিয়ে হোটেলে থাকা যাবে আর আল আমীন মনে হয় অস্ট্রেলিয়ার শাস্তির কথা ভুলে গেছে এবারের ভুল তার ভবিষ্যতে জাতীয় দলে আসার পথে একটি বিরাট বাধার কাজ করবে,bangla,5,-1,1,1.0,bengali_hate_v1
1572,এই শালিকে একন ভাল করে চুদাতে হবে পা কাদে নিয়ে খানকি  ,bangla,3,-1,3,1.0,bengali_hate_v1
1573,ভারত পাকিস্তান কোন দিন যুদ্ধ লাগবে না এই খবর বাদ দিয়ে রোহিঙ্গাদের কি খবর সে খবর দেন আশা করি অল্প সময়ের মধ্য পাবো ,bangla,5,-1,1,1.0,bengali_hate_v1
1574,এই কুত্তার বাচ্চা এটা কি ইংলিশ অনুষ্টান মাদাদর চোদ,bangla,4,-1,3,1.0,bengali_hate_v1
1575, এইটা কী তরবাপের দেশ নাকী জামনেচায় তাকরবি তদেরমত মালাউনদের কুতাদিয়া চুদা দরকার ,bangla,2,-1,1,1.0,bengali_hate_v1
